	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:28.6023
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.6331
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.6712
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.6853
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.7005
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.7175
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.7417
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.7669
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.8025
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.8245
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.8467
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.8708
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.8967
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.9221
	20.330637	20.317937	20.386744	20.346107	20.405907	13:57:29.9492
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:29.9745
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.0003
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.0262
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.0512
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.0769
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.1054
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.1303
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.1578
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.1834
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.2093
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.2342
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.2621
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.2883
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.3152
	20.334277	20.321577	20.382534	20.364294	20.416241	13:57:30.3383
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.3727
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.3923
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.4180
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.4452
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.4702
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.4963
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.5228
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.5479
	20.329097	20.312471	20.379894	20.356343	20.420066	13:57:30.5746
